"load_extension('/home/s062372/lib/libsqlitefunctions,so')"
modify;rollback_reorder_lazy;3161;2709,76;0,857247706422018;1166,52397260274
modify;rollback_reorder_lazy;3161;3070,976;0,971520404935147;1029,31445898633
modify;rollback_reorder_lazy;3161;3099,136;0,980428978171465;1019,96169254915
modify;rollback_reorder_lazy;3161;2798,592;0,885350205631129;1129,49654683498
modify;rollback_reorder_lazy;3161;3140,608;0,993548876937678;1006,49301027062
modify;rollback_reorder_lazy;3161;2810,368;0,889075608984499;1124,76373200947
modify;rollback_reorder_lazy;7355;6224,128;0,846244459551326;1181,69163616172
modify;rollback_reorder_lazy;7355;6200,32;0,843007477906186;1186,22909785301
modify;rollback_reorder_lazy;7355;5988,864;0,814257511896669;1228,11271052407
modify;rollback_reorder_lazy;7355;6149,888;0,836150645819171;1195,95673937477
modify;rollback_reorder_lazy;7355;6476,544;0,880563426240653;1135,63653701727
modify;rollback_reorder_lazy;7355;6127,104;0,833052889191027;1200,403975516
modify;rollback_reorder_lazy;7355;6584,576;0,895251665533651;1117,00434469888
modify;rollback_reorder_lazy;7355;6140,672;0,834897620666213;1197,75164672531
modify;rollback_reorder_lazy;7355;6847,744;0,931032494901428;1074,07636734084
modify;rollback_reorder_lazy;7355;6122,496;0,832426376614548;1201,30744062552
modify;rollback_reorder_lazy;16959;29335,808;1,72980765375317;578,098956742559
modify;rollback_reorder_lazy;16959;30017,28;1,76999115513886;564,974574645005
modify;rollback_reorder_lazy;16959;30127,872;1,77651229435698;562,900692090036
modify;rollback_reorder_lazy;16959;29986,304;1,76816463234861;565,558196168491
modify;rollback_reorder_lazy;16959;30004,48;1,76923639365529;565,215594471226
modify;rollback_reorder_lazy;16959;30058,496;1,77242148711599;564,199885450024
modify;rollback_reorder_lazy;16959;30030,592;1,77077610708179;564,724131978484
modify;rollback_reorder_lazy;16959;30667,52;1,80833303850463;552,995481864852
modify;rollback_reorder_lazy;16959;29410,304;1,73420036558759;576,634637982661
modify;rollback_reorder_lazy;16959;29878,784;1,76182463588655;567,593379971555
modify;rollback_reorder_lazy;39762;76175,104;1,91577646999648;521,981565000555
modify;rollback_reorder_lazy;39762;76827,392;1,93218127860772;517,549782244333
modify;rollback_reorder_lazy;39762;77421,568;1,94712459131834;513,577818522095
modify;rollback_reorder_lazy;39762;77447,936;1,94778773703536;513,402965315951
modify;rollback_reorder_lazy;39762;77051,648;1,93782123635632;516,043472554928
modify;rollback_reorder_lazy;39762;76729,344;1,92971540666968;518,2111292389
modify;rollback_reorder_lazy;39762;76707,584;1,92916815049545;518,358132619586
modify;rollback_reorder_lazy;39762;77328,64;1,94478748553896;514,194999420655
modify;rollback_reorder_lazy;39762;76786,176;1,93114471103063;517,827583965114
modify;rollback_reorder_lazy;39762;76884,736;1,93362345958453;517,163770972693
modify;rollback_reorder_lazy;92320;259198,72;2,80761178509532;356,174598393079
modify;rollback_reorder_lazy;92320;260869,888;2,8257136915078;353,892895449857
modify;rollback_reorder_lazy;92320;261780,48;2,83557712305026;352,661894423908
modify;rollback_reorder_lazy;92320;261790,208;2,83568249566724;352,648789675128
modify;rollback_reorder_lazy;92320;261425,664;2,83173379549393;353,140539407791
modify;rollback_reorder_lazy;92320;262918,144;2,84790017331022;351,135903347926
modify;rollback_reorder_lazy;92320;260583,68;2,82261351819757;354,281588163925
modify;rollback_reorder_lazy;92320;261831,168;2,83612616984402;352,593622467437
modify;rollback_reorder_lazy;92320;260765,952;2,82458786828423;354,033949953712
modify;rollback_reorder_lazy;92320;262259,456;2,84076533795494;352,017812467361
modify;rollback_reorder_lazy;214999;429361,664;1,9970402839083;500,741025635675
modify;rollback_reorder_lazy;214999;432950,784;2,01373394294857;496,589931108659
modify;rollback_reorder_lazy;214999;435421,184;2,0252242289499;493,772484895912
modify;rollback_reorder_lazy;214999;437838,592;2,03646803938623;491,046252953417
modify;rollback_reorder_lazy;214999;437986,304;2,03715507513988;490,880646350074
modify;rollback_reorder_lazy;214999;433870,08;2,01800975818492;495,537742542652
modify;rollback_reorder_lazy;214999;434796,288;2,02231772240801;494,482142405043
modify;rollback_reorder_lazy;214999;435475,968;2,02547903943739;493,710367043722
modify;rollback_reorder_lazy;214999;434749,696;2,02210101442332;494,535135914161
modify;rollback_reorder_lazy;214999;430719,488;2,00335577374778;499,16246185731
modify;rollback_reorder_lazy;499689;1597355,008;3,1966983623814;312,822758558628
modify;rollback_reorder_lazy;499689;1600493,568;3,20297938918007;312,20931467061
modify;rollback_reorder_lazy;499689;1599799,808;3,20159100560549;312,344705569561
modify;rollback_reorder_lazy;499689;1603286,272;3,2085682734661;311,665489018795
modify;rollback_reorder_lazy;499689;1601699,328;3,20539241007907;311,974283353136
modify;rollback_reorder_lazy;499689;1585768,448;3,17351081972987;315,108426220875
modify;rollback_reorder_lazy;499689;1612742,4;3,22749230021073;309,838074574092
modify;rollback_reorder_lazy;499689;1597010,688;3,19600929378073;312,890204025986
modify;rollback_reorder_lazy;499689;1601923,072;3,20584017658984;311,930709241948
modify;rollback_reorder_lazy;499689;1605734,4;3,21346757683279;311,190318897073
remove;partiallypersistent;252;227,84;0,904126984126984;1106,0393258427
remove;partiallypersistent;252;200,448;0,795428571428571;1257,18390804598
remove;partiallypersistent;252;113,664;0,451047619047619;2217,06081081081
remove;partiallypersistent;252;239,616;0,950857142857143;1051,68269230769
remove;partiallypersistent;252;110,336;0,43784126984127;2283,93271461717
remove;partiallypersistent;252;114,176;0,453079365079365;2207,11883408072
remove;partiallypersistent;252;108,8;0,431746031746032;2316,17647058824
remove;partiallypersistent;252;225,536;0,894984126984127;1117,33825198638
remove;partiallypersistent;252;115,2;0,457142857142857;2187,5
remove;partiallypersistent;252;226,56;0,899047619047619;1112,28813559322
remove;partiallypersistent;583;656,384;1,1258730703259;888,19959048362
remove;partiallypersistent;583;591,104;1,01390051457976;986,290060632308
remove;partiallypersistent;583;409,344;0,702133790737564;1424,22998749218
remove;partiallypersistent;583;315,904;0,541859348198971;1845,49736628849
remove;partiallypersistent;583;639,488;1,09689193825043;911,666833466774
remove;partiallypersistent;583;641,28;1,09996569468268;909,119261477046
remove;partiallypersistent;583;651,776;1,11796912521441;894,479084838963
remove;partiallypersistent;583;427,264;0,732871355060034;1364,49595566207
remove;partiallypersistent;583;640,768;1,09908747855918;909,845685177787
remove;partiallypersistent;583;472,576;0,810593481989708;1233,66400325027
remove;partiallypersistent;1327;1357,312;1,02284250188395;977,667625424368
remove;partiallypersistent;1327;951,296;0,71687716654107;1394,9391146394
remove;partiallypersistent;1327;1201,408;0,905356443104747;1104,53734285105
remove;partiallypersistent;1327;1870,592;1,40963978899774;709,40108799781
remove;partiallypersistent;1327;1484,544;1,11872192916353;893,8771770995
remove;partiallypersistent;1327;1853,44;1,3967143933685;715,965987569061
remove;partiallypersistent;1327;1076,224;0,811020346646571;1233,01468839201
remove;partiallypersistent;1327;923,136;0,695656367746797;1437,49133388796
remove;partiallypersistent;1327;1878,016;1,41523436322532;706,596748909488
remove;partiallypersistent;1327;1055,488;0,795394122079879;1257,23835799175
remove;partiallypersistent;3157;3495,424;1,10719797275895;903,180844441189
remove;partiallypersistent;3157;2275,84;0,720886917960089;1387,18011811024
remove;partiallypersistent;3157;2546,944;0,80676084890719;1239,52470097497
remove;partiallypersistent;3157;2714,368;0,859793474817865;1163,07000377252
remove;partiallypersistent;3157;2349,056;0,744078555590751;1343,94412053182
remove;partiallypersistent;3157;2589,696;0,820302819132087;1219,06200573349
remove;partiallypersistent;3157;3670,272;1,16258219828952;860,154233800656
remove;partiallypersistent;3157;3839,744;1,21626354133671;822,190229348623
remove;partiallypersistent;3157;3065,856;0,971129553373456;1029,72872828991
remove;partiallypersistent;3157;3184,64;1,00875514729173;991,320840032154
remove;partiallypersistent;7221;7965,696;1,1031292064811;906,512123987659
remove;partiallypersistent;7221;7566,848;1,04789475141947;954,294311184789
remove;partiallypersistent;7221;7313,664;1,01283257166597;987,330016801428
remove;partiallypersistent;7221;8022,272;1,11096413239164;900,119068513259
remove;partiallypersistent;7221;8030,976;1,11216950560864;899,143516304868
remove;partiallypersistent;7221;8099,84;1,12170613488437;891,499091340076
remove;partiallypersistent;7221;6998,528;0,96919097077967;1031,78839893189
remove;partiallypersistent;7221;7259,648;1,00535216728985;994,676325904507
remove;partiallypersistent;7221;7559,68;1,04690209112311;955,199161869286
remove;partiallypersistent;7221;8034,048;1,11259493144994;898,799708440876
remove;partiallypersistent;16912;19693,312;1,16445789971618;858,768702796158
remove;partiallypersistent;16912;18032,128;1,06623273415326;937,88154121355
remove;partiallypersistent;16912;17976,064;1,06291769157994;940,806619291075
remove;partiallypersistent;16912;18556,928;1,09726395458846;911,357741971085
remove;partiallypersistent;16912;18785,28;1,11076631977294;900,279367675116
remove;partiallypersistent;16912;18736,896;1,10790539262062;902,604145318414
remove;partiallypersistent;16912;19006,464;1,12384484389782;889,802542966435
remove;partiallypersistent;16912;18542,592;1,09641627246925;912,062348133422
remove;partiallypersistent;16912;19238,912;1,13758940397351;879,051788375559
remove;partiallypersistent;16912;17815,552;1,05342667928098;949,28296355903
remove;partiallypersistent;39529;50589,184;1,27979923600395;781,372555841185
remove;partiallypersistent;39529;52391,936;1,32540504439778;754,486339271754
remove;partiallypersistent;39529;50635,008;1,28095848617471;780,665424206115
remove;partiallypersistent;39529;50201,344;1,26998770522907;787,409197650167
remove;partiallypersistent;39529;51848,448;1,31165594879709;762,395047967492
remove;partiallypersistent;39529;50892,8;1,28748007791748;776,711047535211
remove;partiallypersistent;39529;52033,28;1,31633180702775;759,686877321591
remove;partiallypersistent;39529;50614,016;1,28042743302386;780,989202674611
remove;partiallypersistent;39529;51375,616;1,29969430038706;769,411699122012
remove;partiallypersistent;39529;50942,464;1,2887364719573;775,95382900992
remove;partiallypersistent;92367;108884,736;1,17882724349605;848,300720497683
remove;partiallypersistent;92367;109511,936;1,18561754739247;843,442307512489
remove;partiallypersistent;92367;108773,888;1,17762716121559;849,165196706033
remove;partiallypersistent;92367;109166,08;1,1818731798153;846,114470722041
remove;partiallypersistent;92367;109304,832;1,18337536133035;845,040409558472
remove;partiallypersistent;92367;109716,48;1,18783201792848;841,869881352373
remove;partiallypersistent;92367;113577,984;1,2296381175095;813,247398369036
remove;partiallypersistent;92367;109298,432;1,18330607251508;845,089891134028
remove;partiallypersistent;92367;109560,32;1,1861413708359;843,069826740192
remove;partiallypersistent;92367;108140,032;1,17076479695129;854,1425251289
remove;partiallypersistent;215087;327305,984;1,52173764104758;657,143500315595
remove;partiallypersistent;215087;329312,512;1,53106655446401;653,139471360262
remove;partiallypersistent;215087;332474,88;1,54576929335571;646,927070099251
remove;partiallypersistent;215087;330558,976;1,53686171642173;650,676628427116
remove;partiallypersistent;215087;329000,192;1,52961449088043;653,759496894154
remove;partiallypersistent;215087;330388,736;1,53607022274707;651,011903747227
remove;partiallypersistent;215087;330980,096;1,53881962182745;649,848744983142
remove;partiallypersistent;215087;331568,128;1,54155354809914;648,696246220626
remove;partiallypersistent;215087;330566,656;1,53689742290329;650,661511365502
remove;partiallypersistent;215087;332387,584;1,54536342968194;647,096974596981
remove;partiallypersistent;499808;1956336,384;3,91417581151162;255,481625802038
remove;partiallypersistent;499808;1972128,512;3,945772200525;253,435816661425
remove;partiallypersistent;499808;1980484,096;3,96248978807862;252,366580983643
remove;partiallypersistent;499808;1979292,16;3,96010500032012;252,518556937042
remove;partiallypersistent;499808;1980438,272;3,96239810487227;252,372420320506
remove;partiallypersistent;499808;1972210,688;3,94593661566041;253,425256764454
remove;partiallypersistent;499808;1973699,84;3,94891606376849;253,23404798979
remove;partiallypersistent;499808;1978126,592;3,95777296882003;252,667347995492
remove;partiallypersistent;499808;1980190,208;3,96190178628593;252,404035723825
remove;partiallypersistent;499808;1970810,624;3,94313541199821;253,605290083924
remove;rollback_reorder_lazy;249;741,12;2,97638554216867;335,977979274611
remove;rollback_reorder_lazy;249;1164,8;4,67791164658635;213,770604395604
remove;rollback_reorder_lazy;249;1046,528;4,20292369477912;237,929611056752
remove;rollback_reorder_lazy;249;1043,712;4,19161445783133;238,571559970567
remove;rollback_reorder_lazy;249;782,592;3,14293975903614;318,173454367027
remove;rollback_reorder_lazy;249;877,312;3,52334136546185;283,821491100088
remove;rollback_reorder_lazy;249;829,696;3,3321124497992;300,109919777846
remove;rollback_reorder_lazy;249;691,2;2,77590361445783;360,243055555556
remove;rollback_reorder_lazy;249;667,136;2,67926104417671;373,237240982348
remove;rollback_reorder_lazy;249;1170,944;4,70258634538153;212,648939658942
remove;rollback_reorder_lazy;602;790,272;1,31274418604651;761,763038548753
remove;rollback_reorder_lazy;602;748,8;1,24385382059801;803,952991452992
remove;rollback_reorder_lazy;602;988,416;1,64188704318937;609,055296555297
remove;rollback_reorder_lazy;602;1208,064;2,00675083056478;498,317969908879
remove;rollback_reorder_lazy;602;1351,168;2,24446511627907;445,540450928382
remove;rollback_reorder_lazy;602;958,976;1,59298338870432;627,752936465563
remove;rollback_reorder_lazy;602;756,48;1,25661129568106;795,7910321489
remove;rollback_reorder_lazy;602;1154,816;1,91829900332226;521,295167368654
remove;rollback_reorder_lazy;602;1217,792;2,02291029900332;494,337292411184
remove;rollback_reorder_lazy;602;1210,624;2,01100332225914;497,26422076549
remove;rollback_reorder_lazy;1334;1757,696;1,3176131934033;758,948077483251
remove;rollback_reorder_lazy;1334;1338,112;1,00308245877061;996,927013583317
remove;rollback_reorder_lazy;1334;1948,672;1,4607736131934;684,568772990016
remove;rollback_reorder_lazy;1334;1927,68;1,44503748125937;692,023572377158
remove;rollback_reorder_lazy;1334;1580,288;1,18462368815592;844,149927101895
remove;rollback_reorder_lazy;1334;1346,048;1,00903148425787;991,049353366299
remove;rollback_reorder_lazy;1334;1564,16;1,17253373313343;852,853927986907
remove;rollback_reorder_lazy;1334;1495,808;1,12129535232384;891,825688858463
remove;rollback_reorder_lazy;1334;1953,792;1,46461169415292;682,77482966457
remove;rollback_reorder_lazy;1334;1575,936;1,18136131934033;846,481075373619
remove;rollback_reorder_lazy;3170;3047,168;0,961251735015773;1040,31021591196
remove;rollback_reorder_lazy;3170;3195,136;1,00792933753943;992,133042224181
remove;rollback_reorder_lazy;3170;3016,96;0,951722397476341;1050,72655918541
remove;rollback_reorder_lazy;3170;2587,904;0,816373501577287;1224,92951825106
remove;rollback_reorder_lazy;3170;2483,712;0,783505362776025;1276,31545042259
remove;rollback_reorder_lazy;3170;2833,408;0,893819558359621;1118,79404589808
remove;rollback_reorder_lazy;3170;2950,656;0,930806309148265;1074,33736769044
remove;rollback_reorder_lazy;3170;2556,16;0,806359621451104;1240,14146219329
remove;rollback_reorder_lazy;3170;2897,92;0,914170347003155;1093,88803003534
remove;rollback_reorder_lazy;3170;2660,096;0,839147003154574;1191,68631508036
remove;rollback_reorder_lazy;7264;6974,976;0,960211453744493;1041,43727519636
remove;rollback_reorder_lazy;7264;6818,816;0,938713656387665;1065,28758071783
remove;rollback_reorder_lazy;7264;6710,272;0,923770925110132;1082,51945673737
remove;rollback_reorder_lazy;7264;6819,072;0,938748898678414;1065,24758794159
remove;rollback_reorder_lazy;7264;7225,6;0,994713656387665;1005,31443755536
remove;rollback_reorder_lazy;7264;6790,4;0,934801762114537;1069,74552309142
remove;rollback_reorder_lazy;7264;7284,224;1,00278414096916;997,223588950587
remove;rollback_reorder_lazy;7264;6824,704;0,93952422907489;1064,36850594546
remove;rollback_reorder_lazy;7264;7282,688;1,00257268722467;997,433914510686
remove;rollback_reorder_lazy;7264;6819,072;0,938748898678414;1065,24758794159
remove;rollback_reorder_lazy;16977;29006,08;1,70855156977087;585,291083800362
remove;rollback_reorder_lazy;16977;30106,368;1,77336207810567;563,9006339124
remove;rollback_reorder_lazy;16977;29701,376;1,74950674441892;571,589679885538
remove;rollback_reorder_lazy;16977;30060,544;1,77066289686046;564,760238537267
remove;rollback_reorder_lazy;16977;29849,856;1,75825269482241;568,746462294492
remove;rollback_reorder_lazy;16977;29703,936;1,74965753666726;571,540418077928
remove;rollback_reorder_lazy;16977;29596,16;1,74330918301231;573,621713087103
remove;rollback_reorder_lazy;16977;30118,144;1,77405572244802;563,680152402485
remove;rollback_reorder_lazy;16977;29146,624;1,71683006420451;582,468830695452
remove;rollback_reorder_lazy;16977;29584,896;1,74264569711963;573,840110845751
remove;rollback_reorder_lazy;39441;76954,112;1,95111969777643;512,526218222101
remove;rollback_reorder_lazy;39441;77271,552;1,95916817524911;510,420704375137
remove;rollback_reorder_lazy;39441;78013,44;1,97797824598768;505,566733116755
remove;rollback_reorder_lazy;39441;77837,056;1,97350614842423;506,71238131103
remove;rollback_reorder_lazy;39441;77767,424;1,97174067594635;507,166085377857
remove;rollback_reorder_lazy;39441;77551,104;1,96625602799118;508,580767592941
remove;rollback_reorder_lazy;39441;77388,288;1,96212793793261;509,650762658039
remove;rollback_reorder_lazy;39441;77766,656;1,97172120382343;507,171093996893
remove;rollback_reorder_lazy;39441;77669,888;1,96926771633579;507,802972498171
remove;rollback_reorder_lazy;39441;77515,008;1,96534083821404;508,81759568418
remove;rollback_reorder_lazy;92161;243919,36;2,64666572628335;377,833887396228
remove;rollback_reorder_lazy;92161;244449,792;2,65242121938781;377,014025031365
remove;rollback_reorder_lazy;92161;246092,288;2,67024324822864;374,49771688904
remove;rollback_reorder_lazy;92161;245981,952;2,66904603899697;374,665699050961
remove;rollback_reorder_lazy;92161;245558,784;2,66445442215254;375,311355182472
remove;rollback_reorder_lazy;92161;245579,52;2,66467941971116;375,279665014412
remove;rollback_reorder_lazy;92161;244096,0;2,64858237215308;377,560468012585
remove;rollback_reorder_lazy;92161;245471,488;2,66350721020822;375,444825592127
remove;rollback_reorder_lazy;92161;245409,792;2,66283777302764;375,53921238807
remove;rollback_reorder_lazy;92161;245838,08;2,66748494482482;374,884964933016
remove;rollback_reorder_lazy;214686;437786,624;2,03919502901913;490,389583031208
remove;rollback_reorder_lazy;214686;441717,504;2,05750493278556;486,025566240635
remove;rollback_reorder_lazy;214686;443034,624;2,06364003241944;484,580636298079
remove;rollback_reorder_lazy;214686;446443,52;2,07951855267693;480,880537811368
remove;rollback_reorder_lazy;214686;446327,296;2,07897718528455;481,005759504344
remove;rollback_reorder_lazy;214686;441942,528;2,05855308683379;485,778096467783
remove;rollback_reorder_lazy;214686;445388,032;2,07460212589549;482,020136544666
remove;rollback_reorder_lazy;214686;443079,936;2,06385109415612;484,531080188655
remove;rollback_reorder_lazy;214686;443016,704;2,06355656167612;484,600237556731
remove;rollback_reorder_lazy;214686;438739,456;2,04363328768527;489,324579916514
remove;rollback_reorder_lazy;499474;1572296,704;3,14790500406428;317,671593872399
remove;rollback_reorder_lazy;499474;1575985,408;3,1552901812707;316,928061303471
remove;rollback_reorder_lazy;499474;1577419,52;3,15816142581996;316,639925946904
remove;rollback_reorder_lazy;499474;1575517,952;3,15435428470751;317,022093823784
remove;rollback_reorder_lazy;499474;1579853,824;3,16303516098936;316,15203407578
remove;rollback_reorder_lazy;499474;1563058,944;3,12941002734877;319,549049584659
remove;rollback_reorder_lazy;499474;1593056,512;3,18946834469862;313,531878020408
remove;rollback_reorder_lazy;499474;1575394,56;3,15410724081734;317,04692442254
remove;rollback_reorder_lazy;499474;1575640,064;3,15459876590173;316,997524632631
remove;rollback_reorder_lazy;499474;1582859,008;3,1690518585552;315,551794237886
